Index,MC,TYPE,SubChannel,Partition,Nibble,Bit,Offset,FieldName,Register,Field,Name,Name_Index,combined_string
3743,M3,DATA,B,3,1,3,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3743,&---M3---DATA---B---3---1---3---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_Sum90OffsetTune
3744,M3,DATA,B,4,0,0,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3744,&---M3---DATA---B---4---0---0---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_SumRshunt
3745,M3,DATA,B,4,0,0,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3745,&---M3---DATA---B---4---0---0---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_RdacPreampVoutcm
3746,M3,DATA,B,4,0,0,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3746,&---M3---DATA---B---4---0---0---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_PreampRshunt
3747,M3,DATA,B,4,0,0,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3747,&---M3---DATA---B---4---0---0---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_RdacSum0Voutcm
3748,M3,DATA,B,4,0,0,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3748,&---M3---DATA---B---4---0---0---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_RdacSum180Voutcm
3749,M3,DATA,B,4,0,0,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3749,&---M3---DATA---B---4---0---0---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_RdacSum270Voutcm
3750,M3,DATA,B,4,0,0,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3750,&---M3---DATA---B---4---0---0---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_RdacSum90Voutcm
3751,M3,DATA,B,4,0,0,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3751,&---M3---DATA---B---4---0---0---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_VrefCtl
3752,M3,DATA,B,4,0,0,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3752,&---M3---DATA---B---4---0---0---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_Sum0OffsetTune
3753,M3,DATA,B,4,0,0,x,Sum180OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3753,&---M3---DATA---B---4---0---0---x---Sum180OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_Sum180OffsetTune
3754,M3,DATA,B,4,0,0,x,Sum270OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3754,&---M3---DATA---B---4---0---0---x---Sum270OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_Sum270OffsetTune
3755,M3,DATA,B,4,0,0,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M3_B_4_0_0_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3755,&---M3---DATA---B---4---0---0---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M3_B_4_0_0_x_Sum90OffsetTune
3756,M3,DATA,B,4,0,1,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3756,&---M3---DATA---B---4---0---1---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_SumRshunt
3757,M3,DATA,B,4,0,1,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3757,&---M3---DATA---B---4---0---1---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_RdacPreampVoutcm
3758,M3,DATA,B,4,0,1,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3758,&---M3---DATA---B---4---0---1---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_PreampRshunt
3759,M3,DATA,B,4,0,1,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3759,&---M3---DATA---B---4---0---1---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_RdacSum0Voutcm
3760,M3,DATA,B,4,0,1,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3760,&---M3---DATA---B---4---0---1---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_RdacSum180Voutcm
3761,M3,DATA,B,4,0,1,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3761,&---M3---DATA---B---4---0---1---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_RdacSum270Voutcm
3762,M3,DATA,B,4,0,1,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3762,&---M3---DATA---B---4---0---1---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_RdacSum90Voutcm
3763,M3,DATA,B,4,0,1,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3763,&---M3---DATA---B---4---0---1---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_VrefCtl
3764,M3,DATA,B,4,0,1,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3764,&---M3---DATA---B---4---0---1---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_Sum0OffsetTune
3765,M3,DATA,B,4,0,1,x,Sum180OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3765,&---M3---DATA---B---4---0---1---x---Sum180OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_Sum180OffsetTune
3766,M3,DATA,B,4,0,1,x,Sum270OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3766,&---M3---DATA---B---4---0---1---x---Sum270OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_Sum270OffsetTune
3767,M3,DATA,B,4,0,1,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M3_B_4_0_1_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3767,&---M3---DATA---B---4---0---1---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M3_B_4_0_1_x_Sum90OffsetTune
3768,M3,DATA,B,4,0,2,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3768,&---M3---DATA---B---4---0---2---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_SumRshunt
3769,M3,DATA,B,4,0,2,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3769,&---M3---DATA---B---4---0---2---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_RdacPreampVoutcm
3770,M3,DATA,B,4,0,2,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3770,&---M3---DATA---B---4---0---2---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_PreampRshunt
3771,M3,DATA,B,4,0,2,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3771,&---M3---DATA---B---4---0---2---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_RdacSum0Voutcm
3772,M3,DATA,B,4,0,2,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3772,&---M3---DATA---B---4---0---2---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_RdacSum180Voutcm
3773,M3,DATA,B,4,0,2,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3773,&---M3---DATA---B---4---0---2---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_RdacSum270Voutcm
3774,M3,DATA,B,4,0,2,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3774,&---M3---DATA---B---4---0---2---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_RdacSum90Voutcm
3775,M3,DATA,B,4,0,2,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3775,&---M3---DATA---B---4---0---2---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_VrefCtl
3776,M3,DATA,B,4,0,2,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3776,&---M3---DATA---B---4---0---2---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_Sum0OffsetTune
3777,M3,DATA,B,4,0,2,x,Sum180OffsetTune,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3777,&---M3---DATA---B---4---0---2---x---Sum180OffsetTune---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_Sum180OffsetTune
3778,M3,DATA,B,4,0,2,x,Sum270OffsetTune,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3778,&---M3---DATA---B---4---0---2---x---Sum270OffsetTune---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_Sum270OffsetTune
3779,M3,DATA,B,4,0,2,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[2],M3_B_4_0_2_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3779,&---M3---DATA---B---4---0---2---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[2]---M3_B_4_0_2_x_Sum90OffsetTune
3780,M3,DATA,B,4,0,3,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3780,&---M3---DATA---B---4---0---3---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_SumRshunt
3781,M3,DATA,B,4,0,3,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3781,&---M3---DATA---B---4---0---3---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_RdacPreampVoutcm
3782,M3,DATA,B,4,0,3,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3782,&---M3---DATA---B---4---0---3---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_PreampRshunt
3783,M3,DATA,B,4,0,3,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3783,&---M3---DATA---B---4---0---3---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_RdacSum0Voutcm
3784,M3,DATA,B,4,0,3,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3784,&---M3---DATA---B---4---0---3---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_RdacSum180Voutcm
3785,M3,DATA,B,4,0,3,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3785,&---M3---DATA---B---4---0---3---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_RdacSum270Voutcm
3786,M3,DATA,B,4,0,3,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3786,&---M3---DATA---B---4---0---3---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_RdacSum90Voutcm
3787,M3,DATA,B,4,0,3,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3787,&---M3---DATA---B---4---0---3---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_VrefCtl
3788,M3,DATA,B,4,0,3,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[3],M3_B_4_0_3_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3788,&---M3---DATA---B---4---0---3---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[3]---M3_B_4_0_3_x_Sum0OffsetTune
